Location,Fuel_Type,Transmission,Owner_Type,Seats,Price,mileage_new,engine_new,power_new,age,make,model,KM_Driven
Mumbai,Petrol,Automatic,First,5,4.25,20.51,998,67,4,maruti,wagon,9
Bangalore,Petrol,Manual,First,5,2.39,19.7,796,46.3,9,maruti,alto,64
Delhi,Petrol,Manual,First,5,6.21,21.4,1197,83.1,4,maruti,baleno,21
Mumbai,Diesel,Manual,First,5,4.65,22.9,1248,74,7,maruti,swift,35
Bangalore,Diesel,Manual,First,5,5.75,23.59,1364,67.06,6,toyota,etios,57
Jaipur,Petrol,Manual,First,5,1.11,18.9,998,67.1,14,maruti,wagon,110
Kochi,Petrol,Manual,First,5,3.45,17,1197,80,9,hyundai,i20,62
Kochi,Petrol,Manual,First,5,7.32,18.6,1197,81.86,2,hyundai,elite,14
Jaipur,Petrol,Manual,First,5,4.4,18,1198,86.7,6,honda,amaze,41
Coimbatore,Petrol,Manual,First,5,4.12,22.74,796,47.3,4,maruti,alto,18
Hyderabad,Petrol,Automatic,First,5,6.2,18.9,1197,82,4,hyundai,grand,21
Chennai,Petrol,Manual,Second,5,2.8,18.5,1197,80,10,hyundai,i20,95
Pune,Petrol,Automatic,First,5,4.8,18.9,1197,82,5,hyundai,grand,32
Hyderabad,Diesel,Manual,First,5,5.65,25.01,1498,89.75,6,ford,fiesta,122
Ahmedabad,Diesel,Manual,First,5,5.9,26.59,1248,74,5,maruti,swift,69
Pune,Diesel,Manual,Second,5,5,23.59,1364,67.04,5,toyota,etios,65
Ahmedabad,Petrol,Manual,First,5,4.9,19.1,1197,82,5,hyundai,xcent,23
Delhi,Petrol,Manual,First,5,2.45,13.2,1495,94,8,hyundai,accent,56
Pune,Petrol,Manual,First,5,2.5,22.74,796,47.3,7,maruti,alto,30
Jaipur,Diesel,Manual,Second,5,5.75,22.7,1498,89.84,7,ford,ecosport,92
Pune,Petrol,Manual,First,5,5,20.14,1197,81.86,2,hyundai,xcent,40
Pune,Petrol,Manual,Second,5,0.85,14.2,1597,92,17,ford,ikon,83
Pune,Petrol,Manual,First,5,4,19.69,1198,67.04,2,nissan,micra,24
Pune,Petrol,Automatic,First,5,5.1,16.5,1198,86.8,4,honda,brio,32
Mumbai,Petrol,Automatic,First,5,5.45,16.9,1197,82,5,hyundai,xcent,41
Kochi,Petrol,Manual,First,5,1.75,18,995,62,12,chevrolet,spark,43
Hyderabad,Diesel,Manual,First,7,9.75,24.52,1248,88.5,3,maruti,ertiga,17
Bangalore,Diesel,Manual,First,5,4.75,25.8,1498,98.6,7,honda,amaze,61
Delhi,Petrol,Manual,First,5,2.5,18.9,998,67.1,9,maruti,wagon,68
Mumbai,Petrol,Manual,First,5,2.75,19.81,1086,68.05,7,hyundai,i10,49
Coimbatore,Petrol,Manual,First,5,5.85,23.84,1199,84,1,tata,tiago,16
Ahmedabad,Petrol,Manual,First,5,6.25,21.4,1197,83.1,4,maruti,baleno,30
Pune,Petrol,Manual,First,5,4.75,18.9,1197,81.86,3,hyundai,grand,15
Delhi,Diesel,Manual,First,5,2.55,20,1399,68.05,7,ford,figo,54
Kochi,Petrol,Manual,First,5,3.01,22.74,796,47.3,5,maruti,alto,21
Kochi,Diesel,Manual,First,5,9.48,28.09,1248,88.5,2,maruti,ciaz,39
Jaipur,Petrol,Manual,Second,5,1.25,18.9,998,67.1,16,maruti,wagon,62
Kolkata,Diesel,Manual,First,5,5.5,28.09,1248,88.5,5,maruti,ciaz,34
Coimbatore,Petrol,Manual,First,5,3.71,21.1,814,55.2,4,hyundai,eon,64
Mumbai,Petrol,Manual,First,7,6.25,16.02,1373,93.7,6,maruti,ertiga,69
Mumbai,Petrol,Manual,Second,5,1.1,12.8,1493,100,15,honda,city,81
Kochi,Petrol,Manual,First,5,4.72,16.47,1198,73.9,4,volkswagen,polo,36
Kolkata,Diesel,Manual,First,5,3.9,22.9,1248,74,6,maruti,swift,47
Kochi,Petrol,Manual,First,5,6.28,18.6,1197,81.86,3,hyundai,elite,37
Coimbatore,Petrol,Manual,First,5,7.85,18.9,1197,82,3,hyundai,grand,31
Hyderabad,Petrol,Manual,First,5,1.75,19.7,796,46.3,13,maruti,alto,52
Delhi,Diesel,Manual,First,5,5.5,19.87,1461,83.8,7,renault,duster,66
Chennai,Diesel,Manual,First,5,2.75,17.8,1399,68,11,ford,fiesta,76
Mumbai,Diesel,Manual,First,5,3.2,20,1399,68,9,ford,figo,30
Chennai,Diesel,Manual,Third,5,3,14.8,1998,68,17,mitsubishi,lancer,125
Chennai,Diesel,Manual,First,5,6.5,26.21,1248,88.5,5,maruti,ciaz,90
Hyderabad,Diesel,Manual,First,5,9.4,24.3,1248,88.5,2,maruti,vitara,11
Chennai,Petrol,Manual,First,5,4.5,17,1197,80,9,hyundai,i20,47
Coimbatore,Petrol,Manual,First,5,5.56,19.1,1197,82,5,hyundai,xcent,45
Mumbai,Petrol,Manual,First,5,2.65,20.36,1197,78.9,9,hyundai,i10,41
Jaipur,Petrol,Manual,Third,8,0.85,19.7,796,35,16,maruti,omni,66
Pune,Diesel,Manual,First,5,4.5,22.9,1248,74,8,maruti,swift,94
Coimbatore,Diesel,Manual,First,7,5.29,15.3,2956,83.8,5,tata,sumo,84
Kolkata,Petrol,Manual,First,5,2.25,22.7,799,53.64,4,datsun,redi-go,15
Chennai,Petrol,Manual,Second,5,1.22,18.9,1061,47,18,maruti,alto,103
Chennai,Petrol,Manual,First,5,3.65,16.47,1198,73.9,8,volkswagen,polo,64
Pune,Petrol,Manual,First,7,3.1,20.62,1198,67,4,datsun,go,35
Kochi,Petrol,Manual,First,5,3.46,24.07,998,67.1,5,maruti,alto,23
Pune,Diesel,Manual,Second,5,4.5,25.8,1498,98.6,6,honda,amaze,71
Kolkata,Diesel,Manual,First,5,3.95,22.9,1248,74,6,maruti,swift,25
Hyderabad,Diesel,Manual,First,5,4.75,21.64,1461,84.8,8,nissan,sunny,117
Bangalore,Petrol,Manual,Second,5,3.1,17.5,1298,85.8,11,maruti,swift,65
Kochi,Petrol,Manual,First,5,3.61,21.1,814,55.2,3,hyundai,eon,46
Coimbatore,Petrol,Manual,First,5,4.29,19.4,1198,86.8,5,honda,brio,36
Kolkata,Petrol,Manual,First,5,2.13,18.06,1198,75,9,nissan,micra,43
Mumbai,Petrol,Manual,First,5,1.1,19.7,796,46.3,12,maruti,alto,54
Mumbai,Petrol,Manual,First,5,5.35,16.47,1198,74,6,volkswagen,polo,7
Hyderabad,Petrol,Manual,First,5,3.9,23.1,998,67.04,6,maruti,celerio,58
Kolkata,Petrol,Manual,First,5,2.8,21.5,1197,81.8,6,maruti,wagon,37
Mumbai,Diesel,Manual,First,5,8.75,26.21,1248,88.5,4,maruti,ciaz,29
Kolkata,Petrol,Manual,First,5,2.75,19.4,1198,86.8,7,honda,brio,32
Delhi,Diesel,Manual,First,5,5.7,26,1498,98.6,6,honda,city,66
Chennai,Petrol,Manual,Second,5,1.75,18,995,62,9,chevrolet,spark,29
Chennai,Diesel,Manual,Second,5,1.9,20,1399,68,10,ford,figo,107
Ahmedabad,Petrol,Manual,First,5,4.5,20.4,1197,81.8,5,maruti,swift,36
Jaipur,Petrol,Manual,First,5,2.5,21.1,814,55.2,5,hyundai,eon,54
Kochi,Petrol,Manual,First,5,5.38,18.16,1196,86.8,3,ford,figo,23
Hyderabad,Petrol,Manual,First,5,2.65,20.92,998,67.1,7,maruti,alto,30
Hyderabad,Petrol,Manual,First,5,3.3,24.7,796,47.3,3,maruti,alto,2
Chennai,Petrol,Manual,Third,5,0.7,20.3,1086,68,19,hyundai,santro,140
Kochi,Diesel,Manual,First,5,6.83,24.4,1120,71,3,hyundai,xcent,32
Kochi,Diesel,Manual,First,5,5.77,25.8,1498,98.6,4,honda,amaze,46
Chennai,Diesel,Manual,Second,5,3.1,17.8,1248,75,12,maruti,swift,107
Mumbai,Petrol,Manual,First,5,4.95,16.2,1199,74,3,volkswagen,polo,19
Kolkata,Diesel,Manual,First,5,0.85,17.2,1396,53.5,12,tata,indica,50
Chennai,Petrol,Manual,First,5,6.95,21.4,1197,83.1,4,maruti,baleno,16
Kolkata,Diesel,Manual,First,5,3.45,24.4,1120,71,3,hyundai,xcent,82
Delhi,Petrol,Manual,Second,5,4.95,18.6,1197,81.83,5,hyundai,i20,36
Coimbatore,Petrol,Manual,First,5,6.79,18.6,1197,81.83,4,hyundai,i20,16
Mumbai,Petrol,Manual,First,5,4.5,19.1,1197,85.8,6,maruti,swift,48
Kochi,Petrol,Manual,First,5,3.01,22.5,998,67.04,6,maruti,wagon,52
Bangalore,Diesel,Manual,First,5,4.4,21.9,1396,88.76,8,hyundai,i20,68
Coimbatore,Petrol,Manual,First,5,4.66,20.36,1197,78.9,6,hyundai,i10,31
Chennai,Petrol,Manual,First,5,5.5,18.9,1197,82,5,hyundai,grand,25
Ahmedabad,Petrol,Manual,First,5,6,18.6,1197,81.83,4,hyundai,i20,57
Kochi,Diesel,Manual,First,5,10.19,24.3,1248,88.5,2,maruti,vitara,57
Kochi,Diesel,Manual,First,5,5.25,25.8,1498,98.6,4,honda,amaze,47
Ahmedabad,Diesel,Manual,First,5,2.7,23,1396,90,10,hyundai,i20,62
Coimbatore,Petrol,Manual,First,5,3.39,19.81,1086,68.05,7,hyundai,i10,65
Hyderabad,Diesel,Manual,First,5,5.69,26.59,1248,74,6,maruti,swift,81
Hyderabad,Diesel,Manual,First,5,8.4,27.39,1248,74,3,maruti,baleno,24
Hyderabad,Diesel,Manual,First,5,2.5,25.44,936,57.6,8,chevrolet,beat,72
Pune,Petrol,Manual,First,5,3.25,19.4,1198,86.8,8,honda,brio,59
Mumbai,Diesel,Manual,Second,5,3.25,20,1399,68.05,6,ford,figo,33
Pune,Petrol,Automatic,First,5,4.25,23.1,998,67.04,4,maruti,celerio,36
Jaipur,Petrol,Manual,First,5,4.25,19.4,1198,86.8,5,honda,brio,46
Mumbai,Petrol,Automatic,First,5,8.85,21.4,1197,83.1,2,maruti,baleno,3
Coimbatore,Petrol,Manual,First,5,4.14,21.1,814,55.2,6,hyundai,eon,14
Hyderabad,Diesel,Manual,First,5,7,23,1396,90,5,hyundai,i20,68
Kochi,Diesel,Manual,Second,5,3.53,21.5,1248,88.8,8,maruti,sx4,77
Mumbai,Diesel,Manual,Second,5,3.99,24.4,1120,71,6,hyundai,xcent,58
Hyderabad,Diesel,Manual,First,5,3.8,20,1399,68,5,ford,figo,65
Coimbatore,Diesel,Manual,First,7,8.75,18.49,1493,100,3,mahindra,tuv,22
Mumbai,Petrol,Manual,First,5,5.75,18.6,1197,81.83,4,hyundai,i20,24
Delhi,Petrol,Manual,First,5,3.5,19.49,1198,67.04,5,nissan,micra,28
Jaipur,Diesel,Manual,First,5,5.25,23.4,1248,74,5,maruti,swift,58
Coimbatore,Diesel,Manual,First,5,5.21,24,1120,70,3,hyundai,grand,60
Pune,Diesel,Manual,First,7,6.3,18.49,1493,100,4,mahindra,tuv,67
Kochi,Diesel,Manual,First,5,4.72,24,1120,70,6,hyundai,grand,51
Coimbatore,Diesel,Automatic,First,5,8.37,28.4,1248,73.75,2,maruti,dzire,25
Pune,Diesel,Manual,First,5,6.4,27.3,1498,98.6,5,honda,jazz,97
Hyderabad,Diesel,Manual,First,5,2.7,25.44,936,57.6,8,chevrolet,beat,61
Jaipur,Diesel,Manual,Second,5,3.9,22.9,1248,74,8,maruti,swift,160
Bangalore,Diesel,Manual,Second,5,3,17.8,1248,75,12,maruti,swift,100
Kolkata,Diesel,Manual,First,5,6,26.1,1498,99,3,ford,aspire,60
Mumbai,Petrol,Manual,First,5,2.11,20.36,1197,78.9,11,hyundai,i10,48
Jaipur,Petrol,Manual,First,5,1.5,19.7,796,46.3,9,maruti,alto,100
Bangalore,Petrol,Manual,Second,5,2.85,20.4,1197,81.8,14,maruti,swift,80
Hyderabad,Diesel,Manual,Second,5,0.91,17.88,1396,52.8,9,tata,indica,96
Jaipur,Petrol,Manual,Second,5,2.42,22.74,796,47.3,6,maruti,alto,45
Kolkata,Petrol,Manual,First,5,2.8,16.47,1198,73.9,7,volkswagen,polo,38
Coimbatore,Petrol,Automatic,First,5,8.3,22,1197,81.8,1,maruti,dzire,8
Jaipur,Diesel,Manual,First,5,2.9,17.8,1248,75,10,maruti,swift,152
Jaipur,Petrol,Manual,Second,4,0.53,25.4,624,37.5,8,tata,nano,80
Mumbai,Diesel,Manual,First,8,12.5,12.99,2494,100,6,toyota,innova,87
Mumbai,Petrol,Manual,First,5,2.75,18.4,1198,86.8,8,honda,brio,25
Pune,Petrol,Automatic,First,5,5,23.84,1199,83.83,2,tata,tiago,2
Mumbai,Diesel,Manual,First,5,10.75,21.43,1364,87.2,6,toyota,corolla,74
Kolkata,Diesel,Manual,First,5,4.7,26.59,1248,74,5,maruti,swift,36
Coimbatore,Petrol,Manual,First,5,7.11,20.73,1373,91.1,4,maruti,ciaz,41
Jaipur,Diesel,Manual,First,5,6.25,22.7,1498,89.84,6,ford,ecosport,93
Hyderabad,Petrol,Manual,First,5,2.2,20.92,998,67.1,9,maruti,alto,81
Kochi,Petrol,Automatic,First,5,8.86,19,1199,88.76,1,honda,amaze,25
Coimbatore,Diesel,Manual,First,7,7.57,18.49,1493,100,3,mahindra,tuv,56
Chennai,Petrol,Manual,First,5,7.9,18.2,1199,88.7,3,honda,jazz,8
Kochi,Petrol,Manual,First,5,5.65,16.1,1298,88.2,2,maruti,swift,14
Delhi,Petrol,Manual,First,5,3.25,16.47,1198,73.9,7,volkswagen,polo,65
Coimbatore,Petrol,Manual,First,5,3.21,18.6,1199,79.4,9,chevrolet,beat,64
Kolkata,Diesel,Manual,First,5,3.9,25.8,1498,98.6,7,honda,amaze,38
Pune,Diesel,Manual,First,5,3.6,26.59,1248,74,5,maruti,swift,131
Kolkata,Diesel,Manual,First,5,5.5,26.59,1248,74,5,maruti,swift,43
Jaipur,Diesel,Manual,First,5,4.91,20.14,1498,88,5,volkswagen,polo,66
Kolkata,Petrol,Manual,First,5,2,16,1198,90,10,honda,jazz,45
Hyderabad,Diesel,Manual,First,5,5.3,23.59,1364,67.06,5,toyota,etios,69
Mumbai,Petrol,Manual,First,5,2.75,18.5,1197,80,10,hyundai,i20,57
Hyderabad,Diesel,Manual,First,5,3.75,17.8,1399,68,9,ford,fiesta,52
Chennai,Diesel,Manual,First,5,4.35,25.2,1248,74,7,maruti,swift,87
Delhi,Diesel,Manual,First,5,3.25,24,1120,70,6,hyundai,grand,58
Mumbai,Petrol,Manual,First,5,5.5,17,1198,74,4,volkswagen,ameo,16
Kochi,Diesel,Manual,First,5,7.48,27.39,1248,74,2,maruti,baleno,42
Jaipur,Diesel,Manual,First,5,5.5,24,1120,70,4,hyundai,grand,57
Jaipur,Diesel,Manual,First,5,3.5,19.3,1248,73.9,9,maruti,swift,110
Hyderabad,Diesel,Manual,First,5,8.4,27.3,1498,98.6,3,honda,jazz,17
Pune,Diesel,Manual,First,5,7.25,24.3,1248,88.5,4,maruti,vitara,31
Kolkata,Diesel,Manual,First,5,4.25,23.4,1248,74,6,maruti,swift,42
Hyderabad,Petrol,Manual,First,5,2.49,22.74,796,47.3,7,maruti,alto,30
Pune,Petrol,Manual,Second,5,3,16.47,1198,73.9,9,volkswagen,polo,65
Delhi,Diesel,Manual,First,5,5.95,26,1498,98.6,5,honda,city,65
Delhi,Diesel,Manual,First,5,2.69,23.4,1248,74,7,maruti,swift,72
Chennai,Petrol,Manual,First,5,4.85,18.16,1196,86.8,4,ford,figo,29
Kochi,Diesel,Manual,First,5,8.39,24.3,1248,88.5,2,maruti,vitara,32
Hyderabad,Diesel,Manual,First,5,6.95,21.19,1396,88.73,4,hyundai,i20,62
Mumbai,Petrol,Manual,First,5,1.5,15.7,1390,75,10,mahindra,logan,93
Mumbai,Petrol,Manual,First,5,1.55,17.7,1497,78,14,honda,city,44
Bangalore,Petrol,Manual,Second,5,2.75,15.6,1196,70,10,ford,figo,78
Kolkata,Petrol,Manual,First,5,2.85,20.36,1197,78.9,5,hyundai,i10,18
Mumbai,Petrol,Manual,Second,8,1.25,11.3,1298,83.1,17,maruti,versa,62
Kolkata,Diesel,Manual,First,5,7.5,26.59,1248,74,3,maruti,swift,14
Ahmedabad,Petrol,Manual,First,5,4.3,16.47,1198,74,6,volkswagen,polo,44
Chennai,Diesel,Manual,First,5,4.8,22.9,1248,74,8,maruti,swift,58
Pune,Petrol,Manual,Second,5,1.65,17.5,1198,70,12,skoda,fabia,61
Ahmedabad,Petrol,Manual,Second,4,1,25.4,624,37.5,6,tata,nano,18
Ahmedabad,Diesel,Manual,First,5,3.6,27.62,793,47,5,maruti,celerio,42
Ahmedabad,Diesel,Manual,First,5,3.6,27.62,793,47,5,maruti,celerio,42
Pune,Petrol,Manual,First,5,3.05,21.1,814,55.2,5,hyundai,eon,30
Bangalore,Diesel,Manual,Second,5,6,23.5,1498,90,9,ford,fiesta,47
Ahmedabad,Petrol,Manual,First,5,3.75,16.47,1198,74,7,volkswagen,polo,39
Coimbatore,Petrol,Manual,First,5,6.17,16.2,1199,74,4,volkswagen,polo,32
Coimbatore,Diesel,Manual,First,5,9.05,24.3,1248,88.5,3,maruti,vitara,58
Coimbatore,Petrol,Manual,First,5,4.05,19.4,1198,86.8,7,honda,brio,67
Pune,Petrol,Manual,First,5,4.25,17.5,1298,85.8,7,maruti,swift,55
Kolkata,Petrol,Manual,First,5,3.75,23.1,998,67.04,2,maruti,celerio,30
Kochi,Diesel,Manual,First,5,8.24,22.7,1498,89.84,4,ford,ecosport,31
Kochi,Petrol,Manual,First,5,4.64,16.47,1198,74,5,volkswagen,polo,58
Kochi,Petrol,Automatic,First,5,3.32,19.2,1197,80,10,hyundai,i10,30
Chennai,Petrol,Manual,Second,5,2.78,20.36,1197,78.9,8,hyundai,i10,55
Kolkata,Diesel,Manual,First,5,3.25,22.07,1199,73.9,7,volkswagen,polo,45
Coimbatore,Diesel,Manual,First,5,9.88,24.3,1248,88.5,3,maruti,vitara,21
Coimbatore,Petrol,Manual,First,5,8.78,18.6,1197,81.86,1,hyundai,elite,21
Kochi,Diesel,Manual,First,5,5.98,21.64,1461,84.8,6,nissan,sunny,51
Kolkata,Diesel,Manual,First,5,2.19,19.3,1248,73.9,11,maruti,swift,34
Hyderabad,Diesel,Manual,First,5,5.5,28.4,1248,73.75,7,maruti,dzire,68
Pune,Petrol,Manual,First,5,2.1,24.07,998,67.1,6,maruti,alto,17
Hyderabad,Petrol,Manual,First,5,5.3,20.4,1197,81.8,6,maruti,swift,61
Delhi,Petrol,Manual,First,5,2.65,24.7,796,47.3,4,maruti,alto,35
Coimbatore,Petrol,Manual,First,5,2.81,20.92,998,67.1,8,maruti,alto,65
Mumbai,Petrol,Manual,First,5,3.3,16.1,1197,85,8,maruti,swift,61
Kochi,Petrol,Manual,First,5,5.34,22.5,998,67.04,1,maruti,wagon,31
Kochi,Petrol,Manual,Second,5,2.69,16,1198,90,10,honda,jazz,82
Coimbatore,Petrol,Manual,First,5,4.06,18.5,1197,85.8,9,maruti,ritz,50
Delhi,Diesel,Manual,First,5,3.96,24,1120,70,5,hyundai,grand,63
Mumbai,Petrol,Manual,First,5,5.6,18.6,1197,81.86,5,hyundai,elite,28
Kolkata,Diesel,Manual,First,5,3.75,22.95,1248,74,3,tata,zest,45
Jaipur,Diesel,Manual,First,5,5.5,22.54,1396,88.73,5,hyundai,i20,55
Mumbai,Petrol,Manual,First,5,3,16,1368,90,9,fiat,linea,48
Pune,Petrol,Manual,First,5,2.95,16.1,1298,88.2,10,maruti,swift,90
Hyderabad,Diesel,Manual,First,5,2.45,25,1396,69,5,tata,indica,80
Mumbai,Petrol,Manual,Second,5,2.5,18.5,1197,80,10,hyundai,i20,58
Delhi,Petrol,Manual,First,5,3.9,18.9,1197,82,6,hyundai,grand,31
Chennai,Petrol,Manual,First,5,2.5,21.1,814,55.2,8,hyundai,eon,45
Kolkata,Petrol,Automatic,First,5,2.65,19.15,1198,75.94,9,nissan,micra,44
Kochi,Petrol,Automatic,First,5,7.42,19,1199,88.7,4,honda,jazz,30
Kochi,Petrol,Manual,First,5,4.63,16.47,1198,74,4,volkswagen,polo,46
Kolkata,Petrol,Manual,First,5,1.09,19.7,796,46.3,12,maruti,alto,42
Coimbatore,Petrol,Manual,First,5,5.27,17.57,1193,88.7,5,tata,zest,27
Mumbai,Petrol,Manual,Second,5,2.75,18.4,1198,86.8,8,honda,brio,39
Chennai,Diesel,Manual,First,5,7.4,27.3,1498,98.6,4,honda,jazz,14
Jaipur,Petrol,Automatic,First,5,3.9,24.07,998,67.1,3,maruti,alto,18
Jaipur,Petrol,Manual,Second,5,0.7,17.3,993,60,20,maruti,zen,90
Pune,Diesel,Manual,First,5,5.9,22.54,1396,88.73,5,hyundai,i20,118
Kochi,Petrol,Manual,First,7,4.29,13.7,1399,98.82,5,chevrolet,enjoy,25
Mumbai,Petrol,Manual,First,5,3.75,20.36,1197,78.9,5,hyundai,i10,20
Pune,Petrol,Manual,Second,5,1.1,14.2,1341,82.9,13,hyundai,getz,143
Pune,Petrol,Manual,First,5,5.55,18.7,1199,88.7,4,honda,jazz,22
Hyderabad,Diesel,Manual,First,5,3.9,22.07,1199,73.9,8,volkswagen,polo,107
Delhi,Diesel,Manual,First,5,3.95,19.3,1248,73.9,8,maruti,swift,71
Delhi,Petrol,Manual,First,5,3.38,23.1,998,67.04,6,maruti,celerio,21
Delhi,Petrol,Manual,First,5,5.75,18.6,1197,81.83,4,hyundai,i20,32
Jaipur,Petrol,Manual,First,5,2.75,25.17,799,53.3,4,renault,kwid,12
Hyderabad,Diesel,Manual,First,5,7.5,22.7,1498,89.84,6,ford,ecosport,45
Coimbatore,Petrol,Manual,First,5,6.87,18.6,1197,81.83,5,hyundai,i20,35
Chennai,Diesel,Manual,First,5,3.5,21.64,1461,84.8,8,nissan,sunny,150
Hyderabad,Diesel,Manual,First,5,5.85,25.2,1248,74,6,maruti,swift,89
Hyderabad,Petrol,Manual,First,5,2.5,19,998,66.1,10,maruti,a-star,68
Pune,Petrol,Manual,First,5,3.95,18.6,1197,85.8,7,maruti,swift,52
Bangalore,Petrol,Manual,Second,7,6.75,16.02,1373,93.7,6,maruti,ertiga,68
Jaipur,Petrol,Manual,Second,5,1.5,18.9,998,67.1,13,maruti,wagon,71
Hyderabad,Diesel,Manual,First,5,3.9,22.07,1199,73.9,8,volkswagen,polo,72
Hyderabad,Diesel,Manual,First,5,6.55,22.7,1498,89.84,6,ford,ecosport,135
Kochi,Diesel,Manual,First,5,9.44,25.1,1498,98.6,3,honda,city,65
Kolkata,Petrol,Manual,First,5,3,24.7,796,47.3,4,maruti,alto,4
Kochi,Petrol,Manual,First,5,3.29,21.1,814,55.2,4,hyundai,eon,29
Chennai,Diesel,Manual,First,5,6.5,26.59,1248,74,4,maruti,swift,71
Kochi,Petrol,Manual,First,5,4.52,17.57,1193,88.7,5,tata,zest,39
Chennai,Petrol,Manual,First,5,7.5,16.95,1498,97.7,4,nissan,sunny,18
Coimbatore,Petrol,Manual,First,5,3.41,20.4,1197,83.11,12,maruti,swift,50
Hyderabad,Diesel,Manual,First,5,4.15,24,1120,70,6,hyundai,grand,79
Hyderabad,Diesel,Manual,Second,5,5.9,20.14,1498,88.8,6,volkswagen,polo,46
Kolkata,Petrol,Manual,First,5,4.75,18.6,1197,81.83,5,hyundai,i20,41
Chennai,Petrol,Automatic,First,5,3.5,24.07,998,67.1,5,maruti,alto,25
Pune,Diesel,Manual,First,7,7.25,20.77,1248,88.76,6,maruti,ertiga,71
Mumbai,Petrol,Automatic,First,5,4.35,23.1,998,67.04,4,maruti,celerio,7
Coimbatore,Petrol,Automatic,Second,5,4.99,22.5,999,67,2,renault,kwid,38
Chennai,Diesel,Manual,First,5,6.9,22.07,1199,73.9,3,volkswagen,polo,26
Chennai,Diesel,Manual,First,5,2.9,20,1399,68,9,ford,figo,56
Kolkata,Diesel,Manual,First,5,5.75,20.45,1461,83.8,6,nissan,terrano,40
Kochi,Petrol,Automatic,First,5,4.41,22.5,999,67,3,renault,kwid,53
Chennai,Diesel,Manual,First,5,2.95,20,1399,68.05,8,ford,figo,82
Coimbatore,Diesel,Manual,First,7,8.14,15.96,2523,62.1,3,mahindra,bolero,68
Pune,Diesel,Manual,First,8,12.5,12.99,2494,100,5,toyota,innova,77
Kolkata,Petrol,Manual,First,5,4.11,16.47,1198,74,6,volkswagen,polo,22
Coimbatore,Petrol,Manual,First,5,5.37,18.5,1197,82.9,5,hyundai,i20,14
Mumbai,Diesel,Manual,First,7,6.55,20.77,1248,88.8,7,maruti,ertiga,75
Pune,Diesel,Manual,First,5,5.15,25.8,1498,98.6,4,honda,amaze,138
Kochi,Diesel,Manual,First,5,7.69,23,1498,98.96,3,ford,ecosport,63
Kochi,Petrol,Manual,First,5,4.57,18.5,1197,82.85,7,hyundai,i20,62
Hyderabad,Diesel,Manual,First,5,4.9,23.2,1248,73.94,5,maruti,ritz,75
Kolkata,Petrol,Manual,First,5,1.65,19.81,1086,68.05,12,hyundai,i10,55
Mumbai,Petrol,Manual,First,5,3.25,18.2,1199,82.4,5,chevrolet,sail,41
Jaipur,Petrol,Manual,First,5,3.25,18.2,1199,82.4,7,chevrolet,sail,48
Delhi,Petrol,Manual,First,5,2.4,20.36,1197,78.9,10,hyundai,i10,62
Chennai,Petrol,Manual,First,5,4.55,17,1197,80,6,hyundai,i20,41
Delhi,Petrol,Manual,Second,5,2.65,17.5,1197,85.8,9,maruti,swift,69
Pune,Diesel,Manual,Second,5,1.6,25,1396,69,3,tata,indica,49
Ahmedabad,Diesel,Manual,First,5,4.15,22.9,1248,74,7,maruti,swift,60
Jaipur,Petrol,Manual,First,5,7.23,19,1194,94.68,2,ford,freestyle,1
Hyderabad,Diesel,Manual,First,5,4.35,23.2,1248,73.94,6,maruti,ritz,60
Pune,Diesel,Manual,First,5,8.9,24.3,1248,88.5,4,maruti,vitara,85
Kolkata,Petrol,Manual,Second,5,3.5,19.1,1197,82,4,hyundai,xcent,146
Kolkata,Diesel,Manual,First,5,6.1,26,1498,98.6,6,honda,city,56
Mumbai,Petrol,Manual,First,5,3.2,25.17,799,53.3,4,renault,kwid,8
Jaipur,Diesel,Manual,First,5,4.9,23.59,1364,67.06,6,toyota,etios,62
Kochi,Petrol,Manual,First,5,3.69,24.07,998,67.1,5,maruti,alto,37
Chennai,Petrol,Manual,First,5,3.98,23.84,1199,84,4,tata,tiago,5
Kolkata,Diesel,Manual,First,5,2.95,21.9,1396,90,7,hyundai,i20,60
Hyderabad,Diesel,Manual,First,5,6.3,28.4,1248,74,5,maruti,swift,62
Kochi,Petrol,Manual,First,5,6.69,17,1198,73.75,3,volkswagen,ameo,14
Mumbai,Petrol,Manual,First,5,2.65,17,1197,80,11,hyundai,i20,28
Kochi,Petrol,Automatic,First,5,5.63,23.1,998,67.04,2,maruti,celerio,12
Kochi,Petrol,Manual,First,5,4.11,23.1,998,67.04,5,maruti,celerio,60
Jaipur,Petrol,Manual,First,5,3.1,22.74,796,47.3,3,maruti,alto,30
Kolkata,Petrol,Manual,First,5,4.8,17.57,1193,88.7,3,tata,zest,65
Mumbai,Petrol,Manual,Second,7,5.15,17.5,1373,91.1,8,maruti,ertiga,25
Mumbai,Petrol,Manual,First,5,4.75,16.2,1199,74,6,volkswagen,polo,13
Hyderabad,Petrol,Manual,First,5,4.9,23.1,998,67.04,3,maruti,celerio,17
Jaipur,Petrol,Manual,Second,5,2.4,16.9,1497,100,14,honda,city,100
Delhi,Petrol,Manual,First,5,4.25,18.06,1198,74.93,4,renault,pulse,40
Hyderabad,Diesel,Manual,First,5,6.3,20.14,1498,88,4,volkswagen,polo,29
Kochi,Petrol,Manual,First,5,8.15,21.1,998,100,2,maruti,baleno,43
